Lead boots on,TXT_LEADBOOTSON,,,,Olověné boty ZAP,Bleistiefel AN,Μολυβδένιες μπότες ΕΝΕΡΓΟΠΟΙΗΜΈΝΕΣ,Botoj el plumbo aktiva,Botas de plomo activadas,,Lyijysaappaat päällä,Bottes en plomb ON,Ólom cípők BE,Stivali di Piombo ON,足枷 オン,납 부츠 켬,Loden laarzen aan,Ołowiane buty włączone,Botas de chumbo ativadas,,Bocanci de plumb activați,Свинцовые сапоги надеты,Оловне чизме УКЉУЧЕНЕ,
Lead boots off,TXT_LEADBOOTSOFF,,,,Olověné boty VYP,Bleistiefel AUS,Μολυβδένιες μπότες ΆΠΕΝΕΡΓΟΠΟΙΗΜΕΝΕΣ,Botoj el plumbo malaktiva,Botas de plomo desactivadas,,Lyijysaappaat pois päältä,Bottes en plomb OFF,Ólom cipők KI,Stivali di Piombo OFF,足枷 オフ,납 부츠 끔,Loden laarzen uit,Ołowiane buty wyłączone,Botas de chumbo desativadas,,Bocanci de plumb dezactivați,Свинцовые сапоги сняты,Оловне чизме ИСКЉУЧЕНЕ,
You feel lighter,TXT_LIGHTER,,,,Cítíš se lehčí,Du fühlst dich leichter,Νιώθης πιο ελαφρής,Vi sentas vin pli malpeze,Te sientes más liger@[ao_esp],,Tunnet olosi kevyemmäksi,Vous vous sentez très léger.,Könnyűnek érzed magad,Ti senti più leggero,体が軽くなった,가벼운 느낌이 든다,Je voelt je lichter,Czujesz się lżejsz@[adj_pl],Você se sente mais leve,Tu sentes-te mais leve,Te simți mai ușor,Вы чувствуете лёгкость.,Осећате лакоћу.,
Gravity weighs you down,TXT_GRAVITY,,,,Gravitace tě táhne dolů,Schwerkraft belastet dich,Η βαρύτητα σε πιάνει.,Gravito pezigas vin,La gravedad te hace descender,,Painovoima painaa sinua alas,La gravité vous ramène au sol.,A gravitáció lenyom téged,La gravità ti riporta a terra,重力に従った,중력이 당신을 붙잡았다,Zwaartekracht werkt op je...,Grawitacja znów cię przyciąga,A gravidade volta a funcionar normalmente,A gravidade voltou ao normal,Gravitația te trage în jos,Гравитация тянет Вас вниз.,Гравитација Вас вуче надоле.,
No Target ON,TXT_NOTARGET_ON,,,,Neútočící příšery ZAP,notarget AN,Αστόχευτη λειτουργία ΕΝΕΡΓΟΠΟΙΗΜΈΝΗ,Neniu Celo AKTIVA,No Objetivo ACTIVADO,,Hyökkäämättömyystila PÄÄLLÄ,Monstres aveugles et sourds ON,,Modalità Mostri ciechi e sordi ATTIVATA,ノーターゲット オン,적 표적 감지 켬,Geen doelwit AAN,Głuche i Ślepe Potwory WŁĄCZONE,No Target ATIVADO,,Modul Inamici fără Țintă ACTIVAT,Незаметность включена,Нема мете УКЉУЧЕНО,
No Target OFF,TXT_NOTARGET_OFF,,,,Neútočící příšery VYP,notarget AUS,Αστόχευτη λειτουργία ΆΠΕΝΕΡΓΟΠΟΙΗΜΈΝΗ,Neniu Celo MALAKTIVA,No Objetivo DESACTIVADO,,Hyökkäämättömyystila POIS PÄÄLTÄ,Monstres aveugles et sourds OFF,,Modalità Mostri ciechi e sordi DISATTIVATA,ノーターゲット オフ,적 표적 감지 끔,Geen doelwit UIT,Głuche i Ślepe Potwory WYŁĄCZONE,No Target DESATIVADO,,Modul Inamici fără Țintă DEZACTIVAT,Незаметность отключена,Нема мете ИСКЉУЧЕНО,
"Run, monsters!",TXT_ANUBIS_ON,,,,„Třeste se strachy!“,"""Bebe vor Angst!""","""Τρέμε με φόβο!""","""Tremu pro timo!""","""¡Estremeceos de miedo!""","""Estremecete de Miedo!""","""Vapise pelosta!""",« Tremblez de terreur! »,,"""Trema con terrore!""",恐れおののけ!,공포에 떨어라!,„Beving van angst!“,"""Trzęś się ze strachu""","""Trema de medo!""","""Trema com medo!""","""Tremură de Frică!""",«Дрожите от страха!»,„Дрхтите у страху!“,
Why did you do that?,TXT_ANUBIS_OFF,,,,Už žádné zlobří brnění,Keine Ogerrüstung mehr,Καθόλου δρακοντική πανοπλία πια,Ne Ogrokiraso plu,No más armadura de Ogro,,Ei enää örkkipanssaria,Plus d'armure d'ogre,,Niente più armatura Ogre,オーガアーマーはもう嫌,오거 갑옷은 이제 없다.,Geen Ogre Pantser meer,Nigdy więcej Pancerza Ogrów,Chega de Armadura de Ogro,Chega de Armadura de Ogre,Gata cu Armura de Căpcăun,Броня Огра снята,Нема више бауков оклоп,
chasecam ON,TXT_CHASECAM_ON,,,,Pohled z třetí osoby ZAP,chasecam AN,Κάμερα τρίτου πρωσώπου ΕΝΕΡΓΟΠΟΙΗΜΈΝΗ,Ĉaskamerao AKTIVA,Cámara de seguimiento ACTIVADA,,Seurantakamera PÄÄLLÄ,,,Modalità camera da inseguimento ATTIVATA,チェイスカメラ オン,3인칭 카메라 켬,Chasecam AAN,kamera śledzenia WŁĄCZONA,Câmera em Terceira Pessoa ATIVADA,Câmara em Terceira Pessoa ATIVADA,Perspectivă la Persoana a 3-a ACTIVATĂ,Вид от третьего лица активирован,Чејс-кам УКЉУЧЕН,
chasecam OFF,TXT_CHASECAM_OFF,,,,Pohled z třetí osoby VYP,chasecam AUS,Κάμερα τρίτου πρωσώπου ΆΠΕΝΕΡΓΟΠΟΙΗΜΈΝΗ,Ĉaskamerao MALAKTIVA,Cámara de seguimiento DESACTIVADA,,Seurantakamera POIS PÄÄLTÄ,,,Modalità camera da inseguimento DISATTIVATA,チェイスカメラ オフ,3인칭 카메라 끔,Chasecam UIT,kamera śledzenia WYŁĄCZONA,Câmera em Terceira Pessoa DESATIVADA,Câmara em Terceira Pessoa DESATIVADA,Perspectivă la Persoana a 3-a DEZACTIVATĂ,Вид от третьего лица деактивирован,Чејс-кам ИСКЉУЧЕН,
1 baddie killed,TXT_BADDIE_KILLED,,,,1 zloun zabit,1 Bösewicht getötet,Ενας κακός πέθανε,1 malbonulo mortiga,1 malo matado,,1 pahis tapettu,1 enemi tué,,Ucciso 1 maligno,1 体 殺した,1 명의 나쁜놈이 사살됨.,1 slechterik gedood,1 zabity przeciwnik,1 inimigo morto,,1 slab ucis,1 плохиш убит,Један зликовац убијен,
%d baddies killed,TXT_BADDIES_KILLED,,,,%d zlounů zabito,%d Bösewichte getötet,%d τον κακόν πέθαναν,%d malbonuloj mortigaj,%d malos matados,,%d pahista tapettu,%d enemis tués,,Uccisi %d maligni,%d 体 殺した,%d 명의 나쁜놈들이 사살됨.,%d slechteriken gedood,%d zabitych przeciwników,%d inimigos mortos,,%d slabi uciși,Плохишей убито: %d,%d зликовца убијено,
1 monster killed,TXT_MONSTER_KILLED,,,,1 příšera zabita,1 Monster getötet,Ένα τέρας πέθανε,1 monstro mortiga,1 monstruo matado,,1 hirviö tapettu,1 monstre tué,,Ucciso 1 mostro,1 匹 殺した,1 마리의 몬스터가 사살됨.,1 monster gedood,1 zabity potwór,1 monstro morto,,1 monstru ucis,1 монстр убит,Једно чудовиште убијено,
%d monsters killed,TXT_MONSTERS_KILLED,,,,%d příšer zabito,%d Monster getötet,%d τον τεράτων πέθαναν,%d monstroj mortigaj,%d monstruos matados,,%d hirviötä tapettu,%d monstres tués,,Uccisi %d mostri,%d 匹 殺した,%d 마리의 몬스터들이 사살됨.,%d monsters gedood,%d zabitych potworów,%d monstros mortos,,%d monștri uciși,Убито монстров: %d,%d чудовишта убијено,
You can’t be resurrected now… Looks like your body is in multiple pieces.,TXT_NO_RESURRECT,,,,"Oživení není možno, hráč už není spojen se svým tělem.",Kann nicht wiederbeleben. Der Spieler ist nicht mehr mit seinem Körper verbunden.,"Ανάσταση αδύνατη, ο παίχτης δεν είναι πια στο σώμα @[pro4_gr]","Ne kapablas revivi. Ludanto ne estas
konektita al si korpo plu.",Imposible resucitar. Jugador ya no conectado a su cuerpo.,,Ei mahdollista herätä henkiin. Pelaaja ei ole enää yhteydessä ruumiiseensa.,Impossible de ressuciter. Le joueur n'est plus connecté à son corps.,,Impossibile resuscitarsi. Il giocatore non è più connesso al suo corpo.,復活できない。プレイヤーはこの体に宿っていない。,부활할 수 없습니다. 플레이어는 더 이상 육체와 연결돼있지 않습니다.,Kan niet reanimeren. De speler is niet langer verbonden met zijn lichaam.,Nie można wskrzesić. Gracz nie jest już połączony z resztą swojego ciała.,"Impossível ressuscitar. Jogador não 
está mais ligado ao seu corpo.",,Imposibil de înviat. Jucătorul nu mai e conectat la cadavru.,Воскрешение невозможно. Игрок больше не соединён с трупом.,Немогуће оживети. Играч није више повезан са својим телом.,
All Artifacts!,TXT_ALL_ARTIFACTS,,,All Artefacts!,Všechny artefakty!,Alle Artefakte!,Όλα τα τεχνουργίματα!,Ĉiuj Artefaktoj!,¡Todos los Artefactos!,,Kaikki artefaktit!,Tous les artéfacts!,,Tutti gli Artefatti!,全アーティファクト!,모든 유물들!,Alle artefacten!,Wszystkie Artefakty!,Todos os Artefatos!,,Toate Artefactele!,Все артефакты!,Сви артифакти!,
What do you want to kill outside of a game?,TXT_WHAT_KILL,,,,"Co chceš zabít, když nejsi ve hře?",Was willst du eigentlich außerhalb eines Spiels töten?,Τί θέλεις να σκοτώσεις έξω απο ένα παιχνίδι ?,Kion vi volas mortigi ekster el ludo?,¿Qué intentas matar fuera de una partida?,,Mitä haluat tappaa pelin ulkopuolella?,Que voulez-vous tuer en dehors d'une partie?,,Cosa vorresti uccidere fuori dal gioco?,ゲーム外で何を殺す気だ?,게임 밖에서 무엇을 죽이고 싶습니까?,Wat wil je buiten een spel om doden?,Co ty chcesz zabić poza grą?,O que você gostaria de matar fora de um jogo?,,Ce vrei să ucizi în afara unui joc?,Что вы хотите убить вне игры?,Шта желите да убијете ван игре?,
Frozen player properties turned off,TXT_NOT_FROZEN,,,,Vlastnosti držící hráče na místě vypnuty,Gefrier-Modus abgeschaltet.,Η ιδιότητες ενος παγομένου παίχτη απενεργοποίθηκαν,Atributoj de frostitaj ludantaj malaktivaj,Propiedades de jugador congelado desactivadas,,Jäätyneen pelaajan ominaisuudet kytketty pois päältä,Propriété gelée du joueur annulée.,,Proprietà del giocatore ghiacciato disattivate,凍ったプレイヤーのプロパティを無効化,플레이어 정지 속성이 꺼졌습니다.,Eigenschappen van de bevroren speler uitgeschakeld,Właściwości zamrożonego gracza wyłączone,Jogador congelado desativado,,Proprietăți de înghețare DEZACTIVATE,Свойства замороженного игрока отключены,Смрзнути играчи искључени,
,,Map,,,,,,,,,,,,,,,,,,,,,,
Follow Mode OFF,AMSTR_FOLLOWOFF,,,,Režim sledování VYP,Folgen-Modus AUS,Ακολούθηση ΆΠΕΝΕΡΓΟΠΟΙΗΜΈΝΗ,Sekvigreĝimo MALAKTIVA,Modo de seguimiento DESACTIVADO,,Seuraamistila POIS PÄÄLTÄ,Suivi du Joueur OFF,Követés Mód KI,Mappa scorribile ATTIVATA,追従モード: オフ,추적 모드 끔,Volgmodus UIT,Tryb śledzenia WYŁĄCZONY,Modo de seguimento DESATIVADO,,Mod Urmărire DEZACTIVAT,Привязка к игроку ОТКЛЮЧЕНА,Праћење ИСКЉУЧЕНО,
Follow Mode ON,AMSTR_FOLLOWON,,,,Režim sledování ZAP,Folgen-Modus AN,Ακολούθηση ΕΝΕΡΓΟΠΟΙΗΜΈΝΗ,Sekvigreĝimo AKTIVA,Modo de seguimiento ACTIVADO,,Seuraamistila PÄÄLLÄ,Suivi du Joueur ON,Követés Mód BE,Mappa scorribile DISATTIVATA,追従モード: オン,추적 모드 켬,Volgmodus AAN,Tryb śledzenia WŁĄCZONY,Modo de seguimento ATIVADO,,Mod Urmărire ACTIVAT,Привязка к игроку ВКЛЮЧЕНА,Праћење УКЉУЧЕНО,
Grid ON,AMSTR_GRIDON,,,,Mřížka ZAP,Gitter AN,Πλέχμα ΕΝΕΡΓΟΠΟΙΜΈΝΟ,Krado AKTIVA,Cuadrícula ACTIVADA,Rejilla ACTIVADA,Ruudukko PÄÄLLÄ,Quadrillage ON,Rács BE,Griglia ATTIVATA,グリッド: オン,격자 켬,Raster AAN,Siatka WŁĄCZONA,Grade ATIVADA,Grelha ATIVADA,Grilă ACTIVATĂ,Сетка ВКЛЮЧЕНА,Мрежа УКЉУЧЕНА,
Grid OFF,AMSTR_GRIDOFF,,,,Mrizka VYP,Gitter AUS,Πλέχμα ΆΠΕΝΕΡΓΟΠΟΙΜΈΝΟ,Krado MALAKTIVA,Cuadrícula DESACTIVADA,Rejilla DESACTIVADA,Ruudukko POIS PÄÄLTÄ,Quadrillage OFF,Rács KI,Griglia DISATTIVATA,グリッド: オフ,격자 끔,Raster UIT,Siatka WYŁĄCZONA,Grade DESATIVADA,Grelha DESATIVADA,Grilă DEZACTIVATĂ,Сетка ОТКЛЮЧЕНА,Мрежа ИСКЉУЧЕНА,
Texture Mode ON,AMSTR_TEXON,,,,Texturovaný režim ZAP,Texturmodus AN,Γραφικός χάρτης ΕΝΕΡΓΟΠΟΙΜΈΝΟΣ,Teksturo Reĝimo AKTIVA,Modo de texturas ACTIVADO,,Pintakuviointitila PÄÄLLÄ,Mode Texturé ON,Textúra Mód BE,Modalità Texture ATTIVATA,テクスチャーモード: オン,텍스쳐 모드 켬,Textuurmodus AAN,Tekstury WŁĄCZONE,Modo Textura ATIVADO,,Mod Texturat ACTIVAT,Текстурный режим ВКЛЮЧЁН,Текстуре УКЉУЧЕНЕ,
Texture Mode OFF,AMSTR_TEXOFF,,,,Texturovaný režim VYP,Texturmodus AUS,Γραφικός χάρτης ΑΠΕΝΕΡΓΟΠΟΙΜΈΝΟΣ,Teksturo Reĝimo MALAKTIVA,Modo de texturas DESACTIVADO,,Pintakuviointitila POIS PÄÄLTÄ,Mode Texturé OFF,Textúra Mód KI,Modalità Texture DISATTIVATA,テクスチャーモード: オフ,텍스쳐 모드 끔,Textuurmodus UIT,Tekstury WYŁĄCZONE,Modo Textura DESATIVADO,,Mod Netexturat DEZACTIVAT,Текстурный режим ОТКЛЮЧЕН,Текстуре ИСКЉУЧЕНЕ,
Marked Spot,AMSTR_MARKEDSPOT,,,,Značka,Punkt markiert,Μαρκαρησμένη τοποθεσεία,Markis Makulon,Punto marcado,,Merkitty paikka,Repère marqué.,Hely Megjelölve,Posizione segnata,目標をマークした,지점 추가,Gemarkeerde plek,Oznaczono miejsce,Posição marcada,,Loc Marcat,Отметка,Означено место,
All Marks Cleared,AMSTR_MARKSCLEARED,,,,Všechny značky smazány,Alle Markierungen gelöscht,Όλες η μαρκαρησμένη τοποθεσείες είναι καθαρησμένες,Ĉiuj Markoj Viŝis,Todas las marcas eliminadas,,Kaikki merkit pyyhitty,Repères éffacés.,Az Összes Megjelölések Kitörölve,Cancellati tutti i segni,全目標を解除した,모든 지점 지워짐,Alle markingen gewist,Wszystkie miejsca wyczyszczone,Marcas removidas,,Toate Marcările Șterse,Отметки очищены,Ознаке избрисане,
,,Multiplayer,,,,,,,,,,,,,,,,,,,,,,
Defeat limit hit.,TXT_FRAGLIMIT,,,,Fraglimit dosáhnut.,Fraglimit erreicht,Το όριο κοματιασμόν έχει φτάσει.,Ĉeso-limo trafita.,Límite de bajas alcanzado.,,Frägiraja saavutettu.,Limite de frags atteinte.,Minimum Frag elérve.,Fraglimit raggiunto.,フラグリミット!,킬제한에 도달했습니다.,Fraglimiet bereikt.,Limit fragów wyczerpany.,Limite de frags atingido.,,Limita de ucideri atinsă.,Достигнут лимит фрагов.,Фраг-лимит достигнут.,
Time limit hit.,TXT_TIMELIMIT,,,,Časový limit dosáhnut.,Zeitlimit erreicht,Το χρονικό όριο έχει φτάσει.,Tempolimo trafita.,Límite de tiempo alcanzado.,,Aikaraja saavutettu.,Limite de temps atteinte.,Minimum Idő elérve.,Timelimit raggiunto.,ゲームセット!,시간제한에 도달했습니다.,Tijdslimiet bereikt.,Limit czasowy wyczerpany.,Limite de tempo atingido.,,Limita de timp atinsă.,Достигнут лимит времени.,Временско ограничење достигнуто.,
%o was looking good until %g defeated %hself!,SPREEKILLSELF,,,,%o vypadal@[ao_cs] dobře dokud se @[self_cs] nezabil@[ao_cs]!,"%o sah gut aus, bis das Unglück geschah.",@[art_gr] %o πήγενε μια χαρά μέχρι που αυτοκτόνησε!,"%o estis farinta bone, ĝis %g mortigis sin!",¡%o se veía bien hasta que %g se mató a si mism@[ao_esp]!,,"%o oli liekeissä, kunnes meni tappamaan itsensä!",%o était en pleine folie meurtrière avant qu' %g ne se bute!,%o jól nézett ki még mielőtt megölte magát!,%o stava andando bene finchè non si è ucciso da solo!,%o は自滅するまでなかなか良かったぞ!,%o 이(가) 잘 나가려던 참에 자살했습니다!,%o zag er goed uit tot %g zelfmoord pleegde!,%o wyglądał dobrze dopóki się nie zabił@[ao_pl],%o estava indo bem até se matar!,,%o arăta atât de bine până să se sinucidă,"%o неплохо выглядел@[ao_rus], пока не покончил@[ao_rus] с собой!",%o је изгледа@[ao_1_sr] добро док није уби@[ao_1_sr] сам@[ao_3_sr] себе!,
%o's defeat spree was ended by %k,SPREEOVER,,,,%o@[psn1_cs] vraždící řádění ukončil hráč %k.,%os Amoklauf wurde von %k beendet.,Ο/Η %k σταμάτησε την ανθρωποκτονία %h %o.,La mortigado de %o estis finita de %k,%k acabó con la racha de muerte de %o,,%k päätti pelaajan %o tapposarjan,La folie meurtrière de %o à été terminée par %k!,%o ámokfutása meglett %k megállította.,La sequela di frag di %o è stata terminata da %k,%k が %o の快進撃を断ち切った!,%k 이(가) %o 의 연속 킬을 처단했습니다,%o's moordpartij werd beëindigd door %k.,Seria zabójstw %o zakończona przez %k,A matança de %o foi interrompida por %k,,Pofta de ucis a lui %o a fost pusă în cui de către %k,Игрок %k прервал череду убийств игрока %o,Серијско убијање играча %o је завршио играч %k,
%k is on a default spree!,SPREE5,,,,%k začal@[ao_cs] řádit!,%k läuft Amok!,Ο/Η %k άρχισε μια ανθρωποκτονία!,%k estas sur mortigado!,¡%k está atacando de lo lindo!,,%k on sarjamurhaaja!,%k est en folie meurtrière!,%o egy Ámokfutó!,%k è preda di un momento omicida!,%k が連続キル!,%k 연속 킬!,%k is op een moordpartij!,%k popełnia serię morderstw!,%k está cometendo uma matança!,,%k are chef de ucis!,Игрок %k совершил череду убийств!,%k је серијални убица!,
%k is on a rampage!,SPREE10,,,,%k zuří!,%k tobt sich aus!,Ο/Η %k είναι σε ξέσπασμα!,%k estas sur furiozado!,¡%k está en medio de una aniquilación!,,%k riehuu valtoimenaan!,%k est en plein massacre!,%o Tombol!,%k sta facendo un massacro!,%k が大暴れだ!,%k 이(가) 미쳐 날뛰고 있습니다!,%k heeft razernij!,%k jest w szale!,%k está massacrando!,,%k e înverșunat!,%k в неистовстве!,%k дивља!,
%k is dominating!,SPREE15,,,,%k dominuje!,%k dominiert!,Ο/Η %k κατακτεί.,%k estas dominas!,¡%k está dominando!,,%k hallitsee suvereenisti!,%k domine!,%o Uralkodik!,%k sta dominando tutti!,%k が圧倒している!,%k 이(가) 우세하고 있습니다!,%k domineert!,%k dominuje!,%k está dominando!,,%k domină!,%k доминирует!,%k доминира!,
%k is unstoppable!,SPREE20,,,,%k je nezastaviteln@[adj_cs]!,%k kann nicht gestoppt werden!,Ο/Η %k είναι ασταμάτητος/η!,%k estas nehaltigebla!,¡%k está endureciendo la competición!,,%k on pysäyttämätön!,%k est inarrétable!,%o Megállíthatatlan!,%k è inarrestabile!,%k が止まらない!,%k 을(를) 막을 수없습니다!,%k is niet te stoppen!,%k jest niepowstrzymany!,%k é implacável!,,%k e de neoprit!,Игрок %k неостановим!,Играч %k је незаустављив!,
%k is like the goddess %hself!,SPREE25,,,,%k je boží!,%k ist wie Gott!,Ο/Η %k είναι σαν θεός/θεά!,%k estas Dia!,¡%k es una máquina de matar!,,%k on kuin jumala!,%k est un dieu!,%o Istenszabású!,%k è un dio!,%k が神の様だ!,%k 은(는) 신적입니다! ,%k is Goddelijk!,%k jest Bogem!,%k é um deus da matança!,,%k e precum un Zeu!,Игрок %k богоподобен!,Играч %k је божанствен!,
Double kill!,MULTI2,,,,Dvoj-zabití!,Doppel-Kill!,Δυπλός Θάνατος!,Duoble mortigoj!,¡Dos menos!,,Tuplatappo!,Double meurtre!,Dupla ölés!,Doppia uccisione!,ダブルキル!,더블 킬!,Dubbele kill!,Podwójne zabójstwo!,Lá se foram dois!,,Dublă ucidere!,Двойное убийство!,Дупло убиство!,
Multi kill!,MULTI3,,,,Multi-zabití!,Multi-Kill!,Πολυθάνατος!,Multaj mortigoj!,¡Multidestrucción!,,Multitappo!,Multi meurtre!,Multi ölés!,Tripla uccisione!,マルチキル!,멀티 킬!,,Multi-zabójstwo!,Lá se foram três!,,Ucidere multiplă!,Массовое убийство!,Вишеструко убиство!,
Ultra kill!,MULTI4,,,,Ultra-zabití!,Ultra-Kill!,Υπερθάνατος!,Ekstrema mortigo!,¡¡HIPERDESTRUCCIÓN!!,,Ultratappo!,Ultra meurtre!,Ultra ölés!,Ultra uccisione!,ウルトラキル!,울트라 킬!,,Ultra-zabójstwo!,Ultra matança!,,Ultra ucidere!,Ультра-убийство!,Ултра убиство!,
M-m-m-m-monster kill!,MULTI5,,,,Monstr-zabití!,Monster-Kill!,Τερατόδες σκοτωμός!,Monstra mortigo!,¡¡¡S.U.P.E.R.D.E.S.T.R.U.C.C.I.Ó.N!!!,,Hirviömäinen tappo!,,Szörnyű gyilkolás!,Uccisione Mostruosa!,モンスターキル!,몬스터 킬!,,Potworne zabójstwo!,Matança monstro!,Matança monstruosa!,Ucidere monstruoasă!,Чудовищное убийство!,Монструозно убиство!,
,,Scoreboard,,,,,,,,,,,,,,,,,,,,,,
Items,SCORE_ITEMS,,,,Předměty,Gegenstände,Αντεικείμενα,Aĵoj,Objetos,,Esineet,Objets,Tárgyak,Oggetti,アイテム,획득한 아이템,Items,Przedmioty,Itens,,Obiecte,Предметы,Предмети,
Bonus,SCORE_BONUS,,,,,Bonus,Bonus,Bonuso,Bonificaciones,,Lisäedut,,Bónusz,Bonus,ボーナス,보너스,Bonus,Bonusy,Bônus,,Bonus,Бонус,Бонус,
Color,SCORE_COLOR,,,Colour,Barva,Farbe,Χρώμα,Koloro,,,Väri,Couleur,Szín,Colore ,色,색상,Kleur,Kolor,Cor,,Culoare,Цвет,Боја,
Secret,SCORE_SECRET,,,,Tajemství,Geheimnis,Μυστικό,Sekreta,Secreto,,Salat,,Rejtély,Segreto,シークレット,밝혀낸 비밀,Geheim,Sekret,Segredo,,Secret,Тайники,Тајна,
Name,SCORE_NAME,,,,Jméno,Name,Όνομα,Nomo,Nombre,,Nimi,Nom,Név,Nome,名前,이름,Naam,Nazwa,Nome,,Nume,Имя,Име,
Delay (ms),SCORE_DELAY,,,,Zpoždění (ms),Verzögerung (ms),Kαθυστέρηση (μδ),Prokrasto (ms),Retraso (ms),,Viive (ms),Délai (ms),Késleltetés (ms),Ritardo (ms) ,ping,핑 (밀리초당),Vertraging (ms),Opóźnienie (ms),Atraso (ms),,Întârziere (ms),Задержка (мс),Кашњење (мс),
Defeats,SCORE_KILLS,,,,Zabití,,Σκοτομοί,Mortigoj,Asesinatos,,Tapot,Victimes,Ölések,Uccisioni,キル,킬수,Dood,Zabójstwa,Vítimas,,Ucideri,Убийства,Убиства,
Nice Defeats,SCORE_FRAGS,,,,Fragy,,Κοματιασμοί,Ĉesoj,Bajas,,Frägit,,Fragek,Frags,フラグ,플레이어 킬수,Frags,Fragi,,,Victime,Фраги,Фрагови,
Deaths,SCORE_DEATHS,,,,Smrti,Tode,Θάνατοι,Mortoj,Muertes,,Kuolemat,Morts,Halálok,Morti,デス,사망한 횟수,Sterfgevallen,Śmierci,Mortes,,Decese,Смерти,Смрти,
Missed,SCORE_MISSED,,,,Minuto,Verfehlt,Ξεχάστηκαν,Mankita,Pérdidas,,Hudit,Ratés,Kihagyva,Mancati ,ミス,놓친 수,Gemist,Ominięte,Perdido,,Ratate,Пропущено,Пропуштено,
Total,SCORE_TOTAL,,,,Celkem,Gesamt,Συνολικό,Tuta,,,Yhteensä,Total,Összesen,Totale,合計,총점,Totaal,Totalne,Total,,Total,Всего,Укупно,
Level Time,SCORE_LVLTIME,,,,Čas v levelu,Levelzeit,Χρόνος Πίστας,Nivel Daŭro,Tiempo de nivel,,Tasoaika,Temps niveau,Szint Idő,Tempo Livello ,時間,레벨 시간,Leveltijd,Czas,Tempo de Fase,Tempo do Nível,Timp Petrecut,Время уровня,Време нивоа,
,,Level Summary,,,,,,,,,,,,,,,,,,,,,,
Defeats,TXT_IMKILLS,,,,Zabití,,Σκοτομοί,Mortigoj,Muertes,,Tapot,Morts,Áldozatok,Uccisioni,キル,킬수,Dood,Zabójstwa,Vítimas,,Ucideri,Враги,Непријатељи,
Items,TXT_IMITEMS,,,,Předměty,Gegenstände,Αντεικείμενα,Aĵoj,Objetos,,Esineet,Objets,Tárgyak,Oggetti,アイテム,획득한 아이템,Items,Przedmioty,Itens,,Obiecte,Предметы,Ставке,
Secrets,TXT_IMSECRETS,,,,Tajemství,Geheimnisse,Μυστικά,Sekretoj,Secretos,,Salat,,Rejtekhelyek,Segreti,シークレット,밝혀낸 비밀,Geheimen,Sekrety,Segredos,,Secrete,Тайники,Тајне,
Time,TXT_IMTIME,,,,Čas,Zeit,Χρόνος,Daŭro,Tiempo,,Aika,Temps,Idő,Tempo,経過時間,소모한 시간,Tijd,Czas,Tempo,,Timp,Время,Време,
Par,TXT_IMPAR,,,,,,Μέσος Όρος,Alparo,,,,,Átlag,Media,最速時間,기준 시간,,Par,Média,,Record,Рекорд,Рекорд,
Finished,WI_FINISHED,,,,Dokončeno,Abgeschlossen,Ολοκληρώθηκε,Finita,Completado,,Suoritettu,Terminé,Teljesítve,Finito,攻略,완료,Klaar,Ukończono,Finalizado,,Terminat,Уровень завершён,Ниво завршен,
Entering,WI_ENTERING,,,,Vstupuješ do,Betrete,Είσοδος,Enirante,Entrando a:,,Seuraava kohde,Niveau Suivant,Következik,Prossimo livello,突入開始,입장,Volgende,Wchodzisz,Próxima fase,Próximo nível,Începe,Следующий уровень,Следећи ниво,
Now entering:,WI_ENTERING,,heretic hexen,,Nyní vstupuješ do:,Betrete:,Τώρα εισέρχεσε στο:,Nun enirante:,Ahora entrando a:,,Seuraava kohde:,Vous entrez dans:,Következik,Entrando adesso in:,突入中:,입장합니다:,Volgende:,Teraz wchodzisz do:,Entrando em:,A entrar em:,Acum începe:,Следующий уровень:,Следећи ниво:,
,,HUD,,,,,,,,,,,,,,,,,,,,,,
Monsters:,AM_MONSTERS,,,,Příšery:,Monster:,Τέρατα,Monstroj:,Monstruos:,,Hirviöt:,Monstres:,Szörnyek,Mostri,奴等:,죽인 적들:,Monsters:,Potwory:,Monstros:,,Monștri:,Монстры:,Чудовишта:,
Secrets:,AM_SECRETS,,,,Tajemství:,Geheimnisse:,Μυστικά,Sekretoj:,Secretos:,,Salat:,,Titkok,Segreti,隠場:,찾은 비밀:,Geheimen:,Sekrety:,Segredos:,,Secrete:,Тайники:,Тајне:,
Items:,AM_ITEMS,,,,Věci:,Gegenstände:,Αντεικείμενα,Aĵoj:,Objetos:,,Esineet:,Objets:,Tárgyak,Oggetti,物資:,얻은 아이템:,Items:,Przedmioty:,Itens:,,Obiecte:,Предметы:,Предмети:,
,,Obituaries,,,,,,,,,,,,,,,,,,,,,,
%o hurt %hself too much!,OB_SUICIDE,,,,%o spáchal@[ao_cs] sebevraždu.,%o begeht Selbstmord.,@[art_gr] %o αυτοκτόνησε,%o sinmortigas.,%o se suicidó.,,%o teki itsemurhan.,%o se suicide.,%o öngyilkos lett.,%o si è suicidato.,%o は自殺した。,%o 은(는) 자살했다.,%o pleegt zelfmoord.,%o popełnił@[ao_pl] samobójstwo.,%o se suicidou.,,%o se sinucide.,%o покончил@[ao_rus] с собой.,%o самоубиства.,
